customerID,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TotalSpendApprox,AvgMonthlySpend,IsSeniorCitizen
8091-TTVAX,0,0.8028169014084507,0.8169154228855722,0.6533925686591278,0,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,0.6885295738229095,0.8802297346900665,0
0280-XJGEX,0,0.676056338028169,0.8502487562189055,0.578986845141934,1,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,0.6213482922430793,0.8801880243053363,0
5129-JLPIS,0,0.3380281690140845,0.8681592039800996,0.3077832910223864,0,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,0.3807513975022616,0.8780404085551982,0
3655-SNQYZ,0,0.9577464788732395,0.945273631840796,0.9088795291945535,0,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0.9077666084250693,0.8814178322438131,0
8191-XWSZG,0,0.7183098591549295,0.023880597014925398,0.1158723747980614,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0.23790194503552964,0.8754643478188281,0
9959-WOFKT,0,0.9859154929577464,0.8800995024875622,0.8496942072467113,0,True,False,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,0.8681879486265054,0.8808721015737169,0
4190-MFLUW,0,0.12676056338028174,0.3676616915422886,0.05879875375028845,1,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,0.5121746573175323,0.8359704727850799,0
4183-MYFRB,0,0.2816901408450705,0.7144278606965174,0.21279713824140323,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,0.38422173365946144,0.8752925777532946,0
8779-QRDMV,1,0.0,0.21293532338308463,0.002405954304177227,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,0.6582582069545799,0.893009291095051,1
1680-VDCWW,0,0.15492957746478875,0.015422885572139278,0.021168936072005512,0,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0.6909666466730453,0.8519068997129557,0
1066-JKSGK,0,0.0,0.018905472636815968,0.00015578121393955424,1,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0.8139280548214344,0.8931494993404937,0
3638-WEABW,0,0.8028169014084507,0.41442786069651744,0.40229633048696056,0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,0.42566760166897805,0.8780826403588328,0
6322-HRPFA,0,0.676056338028169,0.4114427860696518,0.3405838910685438,0,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.435604054729131,0.8777033055957006,0
6865-JZNKO,0,0.4084507042253521,0.3686567164179104,0.17445188091391645,0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.46334240725594716,0.8751943140735059,0
6467-CHFZW,0,0.647887323943662,0.8069651741293532,0.5458516039695361,1,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.5854700150178511,0.8799942864329083,0
8665-UTDHZ,0,0.0,0.11890547263681595,0.0013154858066004582,1,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.7336982101515941,0.8930772381678425,0
5248-YGIJN,0,0.9999999999999999,0.7164179104477613,0.7328236787445188,0,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,0.7134238310708899,0.8800286435716538,0
8773-HHUOZ,0,0.22535211267605634,0.46218905472636823,0.12396722824832679,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,0.4578831105881171,0.8704240772069614,0
3841-NFECX,1,0.9859154929577464,0.7771144278606964,0.778692591737826,0,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,True,False,False,0.7667450879519009,0.8803900135909756,1
4929-XIHVW,1,0.014084507042253558,0.7686567164179104,0.01879183014078009,0,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,0.2202039427433174,0.894558977819726,1
6827-IEAUQ,0,0.36619718309859156,0.47661691542288565,0.2141299330717748,0,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,0.4556362732223345,0.8758196313356671,0
7310-EGVHZ,0,0.0,0.0194029850746269,0.0001615508885298711,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,0.8135289013653655,0.893149139832172,0
3413-BMNZE,1,0.0,0.26865671641791045,0.0030521578582968223,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.613553019874868,0.8929690261630264,1
6234-RAAPL,0,0.9999999999999999,0.8124378109452737,0.8346295868912994,0,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,0.8104575163398693,0.8807091068914643,0
6047-YHPVI,0,0.05633802816901412,0.5119402985074628,0.03439879990768521,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.4233484080521007,0.9106647565094859,0
6572-ADKRS,0,0.6338028169014085,0.5626865671641791,0.40728132933302563,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,0.4920015307427917,0.8785181748595313,0
5380-WJKOV,0,0.4647887323943662,0.8766169154228856,0.4073909531502423,1,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.4741590760797167,0.8792738763634711,0
8168-UQWWF,0,0.14084507042253525,0.7920398009950249,0.12538656819755367,1,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,0.27761549376576666,0.8582162065381486,0
8865-TNMNX,0,0.12676056338028174,0.31144278606965176,0.05272328640664667,0,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.5443599657122344,0.8347432401827708,0
9489-DEDVP,0,0.971830985915493,0.5069651741293533,0.5600680821601662,0,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False,0.4995230257285093,0.8789382471461941,0
9867-JCZSP,0,0.22535211267605634,0.024875621890547206,0.04609393030233094,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0.6300828843800833,0.8667651952932872,0
4671-VJLCL,0,0.8732394366197183,0.6129353233830845,0.5588102930994692,0,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False,0.5744319274669463,0.8791902197147442,0
4080-IIARD,0,0.16901408450704225,0.5766169154228856,0.11108354488806832,0,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,0.40123811961714895,0.8643062734423775,0
3714-NTNFO,0,0.676056338028169,0.6592039800995025,0.44863835679667663,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.5404800527812242,0.8788294869121105,0
5948-UJZLF,0,0.014084507042253558,0.3084577114427861,0.009023771059312236,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.5776705408061275,0.8952711673363668,0
7760-OYPDY,0,0.014084507042253558,0.6208955223880598,0.014464574198015223,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.33497970449970066,0.8948744781962651,0
7639-LIAYI,0,0.7183098591549295,0.6119402985074627,0.48453727209785374,0,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False,0.5318696155457343,0.8790454460076539,0
2954-PIBKO,0,0.9577464788732395,0.45671641791044787,0.48872605585045015,0,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,0.45147444657900276,0.8784717199998365,0
8012-SOUDQ,1,0.5915492957746479,0.7164179104477613,0.44079736902838684,0,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.5259004687035405,0.8790673443916205,1
9420-LOJKX,0,0.1971830985915493,0.8044776119402985,0.1624278790676206,1,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,0.30567149915883823,0.8709264370128271,0
6575-SUVOI,1,0.3380281690140845,0.509950248756219,0.20007500576967463,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,0.44863266719156114,0.8753442932104479,1
7495-OOKFY,1,0.09859154929577468,0.6208955223880598,0.07090930071543963,1,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.35914369362920273,0.20651277586707062,1
4667-QONEA,1,0.8309859154929577,0.56318407960199,0.5120643895684285,0,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False,0.5279268556087925,0.8789389781136657,1
1658-BYGOY,1,0.23943661971830987,0.7681592039800995,0.20006346642049389,1,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.3451894833254609,0.8742837638338156,1
8769-KKTPH,0,0.8732394366197183,0.809950248756219,0.7261020078467575,0,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,0.7282531737385736,0.8804909539276464,0
5067-XJQFU,1,0.9154929577464788,0.8975124378109454,0.8143953381029312,0,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,0.8298889037272135,0.8809554884155233,1
3957-SQXML,0,0.4647887323943662,0.06666666666666671,0.10102700207708284,0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0.44152064420453624,0.8742472950653261,0
5954-BDFSG,0,0.9999999999999999,0.8880597014925373,0.9040964689591506,0,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,0.8868778280542986,0.8811734185021484,0
0434-CSFON,0,0.647887323943662,0.8184079601990051,0.5409993076390492,0,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.5897293439405207,0.879941128725809,0
1215-FIGMP,0,0.8309859154929577,0.7129353233830846,0.6268059081467805,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.6333756592292339,0.8798824712437969,0
0526-SXDJP,0,0.9999999999999999,0.23731343283582093,0.3396261250865451,0,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.22926093514328816,0.8774005395885554,0
0557-ASKVU,0,0.23943661971830987,0.3597014925373134,0.10827371336256636,0,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,0.49559758620240035,0.8703971044304855,0
5698-BQJOH,0,0.11267605633802819,0.7577114427860698,0.09675167320563122,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0.28135060025827485,0.8140038813715585,0
5122-CYFXA,0,0.02816901408450706,0.5676616915422885,0.025998153704131083,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,0.3789979967467182,0.8975504849590715,0
8627-ZYGSZ,0,0.647887323943662,0.6034825870646767,0.4190572351719363,0,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,0.5097280354799476,0.8786052331972201,0
3410-YOQBQ,0,0.4225352112676056,0.6064676616915423,0.28599123009462263,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0.4522960894389019,0.8773345886744881,0
3170-NMYVV,0,0.6901408450704225,0.018905472636815968,0.10525040387722134,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0.25810169894190105,0.8752891920505708,0
7410-OIEDU,0,0.12676056338028174,0.6129353233830845,0.10022501730902378,0,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0.3717555684804696,0.8443384975567595,0
2273-QCKXA,0,0.0,0.30646766169154227,0.0034906531271636787,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.5832173572136349,0.8929417035305812,0
0731-EBJQB,0,0.7183098591549295,0.021393034825870627,0.12368451419339951,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,0.23665842697076564,0.8755402325543817,0
1891-QRQSA,1,0.8873239436619718,0.9288557213930348,0.8170090006923609,0,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0.8329802718967053,0.881120790013577,1
8028-PNXHQ,0,0.8591549295774646,0.059701492537313494,0.1622201707823679,0,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,0.15279118041211986,0.8760923987447786,0
5630-AHZIL,0,0.02816901408450706,0.46019900497512445,0.01830140780060005,0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,0.4597274127905843,0.8982266895552052,0
2673-CXQEU,1,0.7746478873239436,0.9179104477611941,0.7062889453034848,0,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,0.7312666181239933,0.880840184926517,1
6416-JNVRK,0,0.6338028169014085,0.3721393034825871,0.30810639279944607,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,0.4259397243271995,0.8774031968384153,0
5590-ZSKRV,0,0.09859154929577468,0.3621890547263682,0.05347911377798292,0,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.5204642803685612,0.14514398815367102,0
0191-ZHSKZ,1,0.4084507042253521,0.5621890547263682,0.24146088160627743,0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.4513751558967944,0.8764925422913324,1
3887-PBQAO,0,0.6197183098591549,0.07611940298507464,0.13821832448649896,0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0.3331936102945065,0.8754559450929223,0
5919-TMRGD,0,0.0,0.6079601990049751,0.006987075928917563,1,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.3413303628359074,0.8927238414876626,0
8108-UXRQN,0,0.14084507042253525,0.32139303482587067,0.06306831294714979,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0.5350435284432814,0.8496604750794267,0
9191-MYQKX,0,0.08450704225352118,0.5661691542288558,0.05516962843295639,1,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.3906392096172661,0.977470169696959,0
9919-YLNNG,0,0.5774647887323944,0.8512437810945274,0.49719593814908847,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.5524074787568539,0.8798399269917079,0
0318-ZOPWS,0,0.676056338028169,0.018905472636815968,0.1101488576044311,0,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,0.2694450939598507,0.8753016313327738,0
4445-ZJNMU,0,0.11267605633802819,0.8064676616915423,0.10384837295176552,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,0.25219277611476176,0.8167153571033423,0
4808-YNLEU,0,0.47887323943661975,0.43681592039801,0.25347911377798293,0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,0.45576367976543153,0.8767533471126071,0
1862-QRWPE,0,0.6619718309859155,0.023880597014925398,0.11980152319409185,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0.2827674019159388,0.8753654757387145,0
2796-NNUFI,0,0.6338028169014085,0.01691542288557224,0.10481190860835446,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,0.30278533847672223,0.8751176508163068,0
3016-KSVCP,0,0.3943661971830986,0.15422885572139305,0.11429148396030464,0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.48448990990868157,0.8738939185903362,0
4767-HZZHQ,0,0.4084507042253521,0.6348258706467662,0.2944149549965382,0,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.4468835911193232,0.877518471220488,0
2424-WVHPL,1,0.0,0.5616915422885573,0.006450496192014765,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.37845163425031103,0.8927572757615758,1
7233-PAHHL,0,0.9154929577464788,0.6542288557213931,0.6572178629125318,0,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,0.6213075527869779,0.8797964742467363,0
6067-NGCEU,0,0.9014084507042253,0.9233830845771145,0.8179321486268174,0,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,0.8403185296533436,0.8810534238505774,0
9848-JQJTX,0,0.9999999999999999,0.8223880597014928,0.8585564274174937,0,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,0.8205128205128207,0.8808690321613569,0
8637-XJIVR,0,0.15492957746478875,0.6039800995024877,0.10484075698130627,1,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.3840732853823865,0.8606072516365378,0
9803-FTJCG,0,0.9859154929577464,0.4835820895522388,0.545799676898223,0,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,0.47760843192283514,0.8788087132965376,0
0278-YXOOG,0,0.05633802816901412,0.02786069651741302,0.010968151396261283,1,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0.7622843342848975,0.9141536641595146,0
3212-KXOCR,0,0.7183098591549295,0.027363184079602032,0.12559427648280638,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0.23964287032619924,0.8755587834018472,0
4598-XLKNJ,1,0.3380281690140845,0.7985074626865671,0.28798753750288486,1,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.393950533275181,0.8775448883201522,1
6380-ARCEH,0,0.0,0.0194029850746269,0.0001615508885298711,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0.8135289013653655,0.893149139832172,0
3679-XASPY,0,0.0,0.011940298507462754,7.500576967456318e-05,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,0.8195162032063983,0.8931545324569968,0
7123-WQUHX,0,0.5211267605633803,0.763681592039801,0.41389337641357027,0,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,0.500300601619087,0.8790481130754817,0
5386-THSLQ,1,0.9154929577464788,0.27164179104477615,0.34715555042695595,0,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,0.2932931174637855,0.8775100994787085,1
3192-NQECA,0,0.9436619718309859,0.9129353233830846,0.8761885529656128,1,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0.8660799310657765,0.8812603168039556,0
6180-YBIQI,0,0.05633802816901412,0.06019900497512437,0.009393030233094846,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7396421603844536,0.9143882053534219,0
6728-DKUCO,0,0.9999999999999999,0.8547263681592041,0.8405550426955921,0,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,0.8531925590749121,0.8807487122090867,0
9750-BOOHV,0,0.4366197183098592,0.11840796019900501,0.10487537502884839,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.46121121271660087,0.8740976292966522,0
8597-CWYHH,0,0.5915492957746479,0.7572139303482587,0.4503231017770598,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,0.5369192920845329,0.8791835854273724,0
2848-YXSMW,0,0.9999999999999999,0.011442786069651711,0.15514078006000462,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0.0010055304172951196,0.8761674528982213,0
0486-HECZI,0,0.7605633802816901,0.7810945273631842,0.6023655665820448,1,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.640782013586493,0.8799790771580667,0
4549-ZDQYY,0,0.7183098591549295,0.3950248756218906,0.3488864528040619,0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,0.42343484029831535,0.8777277753890413,0
5712-AHQNN,0,0.5915492957746479,0.7303482587064678,0.4541080083083314,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,0.5296629937604648,0.8792297720533283,0
4846-WHAFZ,1,0.5070422535211268,0.5796019900497513,0.32879644588045237,1,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.47110924221204653,0.8778702906363037,1
5256-SKJGO,0,0.8873239436619718,0.36169154228855727,0.3928802215555043,0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,0.37568002167529835,0.8778818443498535,0
3071-VBYPO,0,0.02816901408450706,0.7124378109452736,0.02649434571890147,0,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.27023753346539836,0.8975068915593207,0
9560-BBZXK,0,0.49295774647887325,0.12736318407960195,0.12780406185091162,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.4268182745277386,0.874842414881938,0
5299-RULOA,0,0.12676056338028174,0.8159203980099503,0.1206842834064159,1,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.25554666737393483,0.848471229567954,0
8402-OOOHJ,0,0.5633802816901409,0.023880597014925398,0.09420147703669515,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0.3612819514566547,0.8747147559989068,0
